Huvud_ID;Område ;Indikatornamn;Landsting och regioner;landstingskod;Mätperiod;Värde;Täljare;Nämnare;Konfidensintervall låg gräns;Konfidensintervall hög gräns;Avvikelse riket procent ;Avvikelse riket procent ;;Måttenhet ;Önskad riktning värde ;Målnivå/er SoS/Kval reg;Källa;Kommentar 
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Jönköpings län;06;2017;92,9;1 176;1 266;91,3;94,3;5,6;5,6;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Kronoberg;07;2017;88,8;975;1 098;86,8;90,6;1,0;1,0;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Kalmar län;08;2017;;;;;;;;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);Uppgift saknas 
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Gotland;09;2017;97,0;321;331;94,5;98,5;10,3;10,3;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Blekinge;10;2017;96,1;820;853;94,6;97,3;9,3;9,3;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Skåne;12;2017;93,1;4 144;4 453;92,3;93,8;5,8;5,8;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Halland;13;2017;91,5;1 303;1 424;89,9;92,9;4,0;4,0;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Västra Götaland;14;2017;85,1;6 519;7 658;84,3;85,9;-3,2;-3,2;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Värmland;17;2017;87,0;1 099;1 264;85,0;88,8;-1,1;-1,1;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Örebro län;18;2017;85,7;1 233;1 439;83,8;87,5;-2,6;-2,6;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Västmanland;19;2017;95,8;1 284;1 340;94,6;96,8;8,9;8,9;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Dalarna;20;2017;88,8;1 279;1 441;87,0;90,3;0,9;0,9;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Gävleborg;21;2017;76,6;618;807;73,5;79,5;-12,9;-12,9;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Västernorrland;22;2017;96,2;957;995;94,8;97,3;9,4;9,4;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Jämtland Härjedalen;23;2017;96,0;455;474;93,8;97,6;9,1;9,1;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Västerbotten;24;2017;84,6;944;1 116;82,3;86,7;-3,8;-3,8;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Norrbotten;25;2017;89,8;786;875;87,6;91,8;2,1;2,1;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Riket;46;2017;88,0;34 994;39 787;87,6;88,3;0,0;0,0;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Stockholms län;01;2017;85,1;44 357;52 113;84,8;85,4;-2,5;-2,5;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Uppsala län;03;2017;87,2;7 282;8 349;86,5;87,9;-0,1;-0,1;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Sörmland;04;2017;88,7;8 555;9 641;88,1;89,4;1,7;1,7;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Östergötland;05;2017;89,0;11 544;12 965;88,5;89,6;2,0;2,0;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Jönköpings län;06;2017;89,8;10 434;11 625;89,2;90,3;2,8;2,8;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Kronoberg;07;2017;87,8;6 672;7 597;87,1;88,6;0,6;0,6;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Kalmar län;08;2017;87,4;8 050;9 215;86,7;88,0;0,1;0,1;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Gotland;09;2017;88,2;1 366;1 548;86,5;89,8;1,1;1,1;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Blekinge;10;2017;87,9;3 843;4 372;86,9;88,9;0,7;0,7;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Skåne;12;2017;86,2;42 118;48 889;85,8;86,5;-1,3;-1,3;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Halland;13;2017;88,2;7 628;8 646;87,5;88,9;1,1;1,1;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Västra Götaland;14;2017;86,6;50 866;58 757;86,3;86,8;-0,8;-0,8;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Värmland;17;2017;94,4;10 965;11 614;94,0;94,8;8,2;8,2;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Örebro län;18;2017;87,4;10 145;11 603;86,8;88,0;0,2;0,2;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Västmanland;19;2017;87,2;8 079;9 267;86,5;87,9;-0,1;-0,1;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Dalarna;20;2017;87,6;11 044;12 601;87,1;88,2;0,4;0,4;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Gävleborg;21;2017;86,7;5 678;6 549;85,9;87,5;-0,7;-0,7;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Västernorrland;22;2017;89,2;6 928;7 766;88,5;89,9;2,2;2,2;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Jämtland Härjedalen;23;2017;88,3;4 177;4 733;87,3;89,2;1,1;1,1;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Västerbotten;24;2017;91,5;6 684;7 304;90,9;92,1;4,8;4,8;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Norrbotten;25;2017;86,3;5 743;6 653;85,5;87,1;-1,1;-1,1;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes – primärvård;Riket;46;2017;87,3;272 158;311 807;87,2;87,4;0,0;0,0;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Stockholms län;01;2017;87,9;6 475;7 370;87,1;88,6;-2,0;-2,0;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Uppsala län;03;2017;87,4;883;1 010;85,2;89,4;-2,4;-2,4;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Sörmland;04;2017;88,5;1 137;1 285;86,6;90,2;-1,3;-1,3;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Östergötland;05;2017;90,1;1 150;1 276;88,4;91,7;0,6;0,6;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Jönköpings län;06;2017;92,3;1 389;1 505;90,8;93,6;3,0;3,0;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Kronoberg;07;2017;91,4;1 011;1 106;89,6;93,0;2,0;2,0;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Kalmar län;08;2017;89,0;648;728;86,5;91,2;-0,7;-0,7;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Gotland;09;2017;86,7;286;330;82,5;90,1;-3,3;-3,3;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Blekinge;10;2017;89,7;743;828;87,5;91,7;0,1;0,1;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Skåne;12;2017;87,2;4 167;4 778;86,2;88,2;-2,7;-2,7;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Halland;13;2017;89,6;1 194;1 332;87,9;91,2;0,0;0,0;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Västra Götaland;14;2017;91,0;7 082;7 784;90,3;91,6;1,5;1,5;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Värmland;17;2017;90,0;1 215;1 350;88,3;91,6;0,4;0,4;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Örebro län;18;2017;92,1;1 311;1 424;90,5;93,4;2,7;2,7;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Västmanland;19;2017;87,2;1 122;1 287;85,2;89,0;-2,7;-2,7;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Dalarna;20;2017;89,2;1 252;1 404;87,4;90,8;-0,5;-0,5;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Gävleborg;21;2017;91,7;739;806;89,6;93,5;2,3;2,3;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Västernorrland;22;2017;92,6;948;1 024;90,8;94,1;3,3;3,3;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Jämtland Härjedalen;23;2017;92,1;488;530;89,4;94,2;2,8;2,8;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Västerbotten;24;2017;95,4;1 036;1 086;94,0;96,6;6,5;6,5;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Norrbotten;25;2017;89,1;758;851;86,8;91,1;-0,6;-0,6;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Icke-rökare vid diabetes typ 1 – medicinklinik;Riket;46;2017;89,6;35 034;39 094;89,3;89,9;0,0;0,0;;Andel (%);Högt ;95;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Stockholms län;01;2017;21,5;1 781;8 298;20,6;22,4;-9,1;-9,1;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Uppsala län;03;2017;29,3;466;1 590;27,1;31,6;24,1;24,1;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Sörmland;04;2017;24,8;333;1 341;22,5;27,2;5,1;5,1;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Östergötland;05;2017;12,4;275;2 215;11,1;13,9;-47,4;-47,4;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Jönköpings län;06;2017;25,6;395;1 545;23,4;27,8;8,3;8,3;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Kronoberg;07;2017;25,8;269;1 044;23,1;28,5;9,1;9,1;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Kalmar län;08;2017;26,0;254;978;23,3;28,8;9,9;9,9;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Gotland;09;2017;26,5;87;328;21,8;31,7;12,3;12,3;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Blekinge;10;2017;18,9;168;888;16,4;21,7;-19,9;-19,9;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Skåne;12;2017;25,4;1 349;5 308;24,3;26,6;7,6;7,6;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Halland;13;2017;24,1;348;1 442;21,9;26,4;2,2;2,2;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Västra Götaland;14;2017;23,3;1 894;8 118;22,4;24,3;-1,2;-1,2;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Värmland;17;2017;24,5;345;1 406;22,3;26,9;3,9;3,9;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Örebro län;18;2017;23,5;374;1 591;21,4;25,7;-0,5;-0,5;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Västmanland;19;2017;20,0;270;1 353;17,9;22,2;-15,5;-15,5;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Dalarna;20;2017;29,5;399;1 354;27,1;32,0;24,8;24,8;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Gävleborg;21;2017;33,4;279;836;30,2;36,7;41,3;41,3;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Västernorrland;22;2017;24,9;273;1 095;22,4;27,6;5,5;5,5;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Jämtland Härjedalen;23;2017;21,8;117;538;18,3;25,5;-7,9;-7,9;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Västerbotten;24;2017;24,9;302;1 214;22,5;27,4;5,3;5,3;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Norrbotten;25;2017;29,8;263;882;26,8;33,0;26,2;26,2;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Insulinpump vid diabetes typ 1 – medicinklinik;Riket;46;2017;23,6;10 241;43 364;23,2;24,0;0,0;0,0;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Stockholms län;01;2017;83,4;844;1 012;81,0;85,6;11,8;11,8;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Uppsala län;03;2017;70,4;152;216;63,8;76,4;-5,7;-5,7;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Sörmland;04;2017;48,1;77;160;40,2;56,2;-35,5;-35,5;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Östergötland;05;2017;69,7;179;257;63,6;75,2;-6,7;-6,7;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Jönköpings län;06;2017;69,8;143;205;63,0;76,0;-6,5;-6,5;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Kronoberg;07;2017;72,7;93;128;64,1;80,2;-2,6;-2,6;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Kalmar län;08;2017;65,3;81;124;56,3;73,6;-12,5;-12,5;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Gotland;09;2017;85,0;34;40;70,2;94,3;13,9;13,9;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Blekinge;10;2017;70,5;74;105;60,8;79,0;-5,5;-5,5;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Skåne;12;2017;71,2;475;667;67,6;74,6;-4,6;-4,6;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Halland;13;2017;70,6;156;221;64,1;76,5;-5,4;-5,4;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Västra Götaland;14;2017;85,6;771;901;83,1;87,8;14,7;14,7;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Värmland;17;2017;54,0;82;152;45,7;62,1;-27,7;-27,7;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Örebro län;18;2017;69,6;112;161;61,8;76,6;-6,8;-6,8;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Västmanland;19;2017;74,9;128;171;67,7;81,2;0,3;0,3;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Dalarna;20;2017;81,3;100;123;73,3;87,8;9,0;9,0;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Gävleborg;21;2017;64,4;116;180;57,0;71,4;-13,6;-13,6;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Västernorrland;22;2017;57,2;95;166;49,3;64,9;-23,3;-23,3;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Jämtland Härjedalen;23;2017;87,9;80;91;79,4;93,8;17,8;17,8;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Västerbotten;24;2017;74,4;122;164;67,0;80,9;-0,3;-0,3;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Norrbotten;25;2017;73,7;87;118;64,8;81,4;-1,2;-1,2;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Ögonbottenundersökning hos barn och unga med diabetes typ 1 – medicinklinik;Riket;46;2017;74,6;4 001;5 362;73,4;75,8;0,0;0,0;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Stockholms län;01;2015-2016;1,45;;;1,3;1,6;4,0;4,0;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Uppsala län;03;2015-2016;1,41;;;1,2;1,6;0,9;0,9;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Sörmland;04;2015-2016;1,38;;;1,2;1,6;-0,8;-0,8;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Östergötland;05;2015-2016;1,33;;;1,2;1,5;-4,6;-4,6;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Jönköpings län;06;2015-2016;1,40;;;1,2;1,6;0,2;0,2;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Kronoberg;07;2015-2016;1,50;;;1,3;1,8;7,3;7,3;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Kalmar län;08;2015-2016;1,31;;;1,1;1,5;-5,8;-5,8;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Gotland;09;2015-2016;1,38;;;1,1;1,8;-1,2;-1,2;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Blekinge;10;2015-2016;1,48;;;1,2;1,8;6,4;6,4;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Skåne;12;2015-2016;1,31;;;1,2;1,5;-5,9;-5,9;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Halland;13;2015-2016;1,43;;;1,2;1,7;2,7;2,7;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Västra Götaland;14;2015-2016;1,45;;;1,3;1,6;4,3;4,3;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Värmland;17;2015-2016;1,41;;;1,2;1,6;1,0;1,0;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
;Diabetes;Överdödlighet i hjärt- och kärlsjukdom vid diabetes;Örebro län;18;2015-2016;1,27;;;1,1;1,5;-9,0;-9,0;;Kvot ;Lågt;;Dödsorsaksregistret och Läkemedelsregistret, Socialstyrelsen;Värdet 1,0 innebär att ingen överdödlighet finns
