Innehållsförteckning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Värden;Egen/annan produktion;Område;Därav;varav;Läkare/ Övrigt;Prestationsgrupp;Prestation;År;Blekinge;Dalarna;Gotland;Gävleborg;Halland;Jämtland Härjedalen;Jönköping;Kalmar;Kronoberg;Norrbotten;Skåne;Stockholm;Sörmland;Uppsala;Värmland;Västerbotten;Västernorrland;Västmanland;Västra Götaland;Örebro;Östergötland;Riket
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2013;5 438;;2;15;4 345;2 491;952;1 964;1 294;4 426;92;2 512;128;14;;1 945;103;58;2 719;;100;28 598
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2014;5 124;1;7;28;4 939;2 559;1 177;1 939;828;4 660;83;2 344;457;38;806;1 843;2 562;43;2 571;2;223;32 234
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2015;5 509;;10;289;5 978;2 185;1 424;843;1 133;5 362;12;2 428;1 057;66;390;2 336;1 607;9;3 048;;104;33 790
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2016;5 815;1;17;1 190;5 829;2 420;1 320;766;1 265;4 470;79;613;1 042;28;404;2 416;1 806;19;3 036;8;182;32 726
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2017;5 231;0;24;1 197;5 797;2 889;1 834;775;1 545;4 342;89;675;1 341;11;603;2 915;48;65;2 611;1;269;32 262
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2008;;;;2;;1 418;;;;;;;;;;;;;;;;1 420
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2009;;;;;;1 449;;;;;;;;;;;;;;;;1 449
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2010;;;;;;1 369;;;;;;;;;;;;;;;;1 369
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2011;;;;;;1 236;;;;;;;;;;;;;;;;1 236
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2012;;;;;;1 348;;;;;;;;;;;;;;;;1 348
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2013;;;;;;1 256;;;;;;;;;;1;;;;;;1 257
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2014;;;;;;1 396;;;;;;;;;;;;;;;;1 396
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2015;;;;;;646;;;;;;;;;;2;;;;;;648
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2016;;;;;;554;;;;0;;;;;;;5;;;;;559
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;521;;;;;;0;;1;;4;;;;;;526
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;4 966;8 814;851;1 515;4 943;3 088;3 113;10 334;3 194;3 440;19 665;10 444;3 429;4 031;2 178;1 926;3 050;12 444;15 200;4 880;5 638;127 143
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;4 192;11 553;947;1 474;5 060;3 016;3 072;4 538;3 303;3 369;20 407;11 263;3 942;9 239;2 988;3 065;3 567;11 131;15 023;5 797;5 820;132 766
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;4 390;10 485;983;4 652;6 666;4 706;3 383;4 848;3 614;2 982;20 043;12 062;3 691;5 582;2 478;2 883;4 671;13 098;14 948;6 349;5 354;137 868
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;4 103;10 896;994;5 525;9 296;4 522;3 367;6 808;5 808;3 307;19 553;12 466;3 693;5 559;8 350;3 650;2 608;10 266;16 048;6 744;5 812;149 375
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;4 626;13 186;1 231;6 998;9 444;5 063;4 650;7 492;7 858;3 903;19 138;13 688;4 017;5 705;8 875;3 866;3 088;8 845;15 761;8 389;5 659;161 482
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;4 464;10 976;1 026;3 695;7 109;5 280;5 205;7 929;8 348;3 330;19 023;11 215;4 673;6 109;4 868;3 615;5 194;9 081;14 484;7 941;6 897;150 462
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;4 341;11 890;1 021;7 549;6 150;5 348;5 047;7 834;8 613;4 362;21 240;10 918;5 014;6 579;8 439;3 665;6 402;8 693;15 133;7 740;9 185;165 163
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;4 572;11 688;1 523;8 589;6 331;5 526;5 270;7 906;7 992;4 425;21 688;10 478;5 866;7 424;10 843;3 792;5 494;9 543;14 891;7 837;9 650;171 328
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;4 483;11 970;1 582;5 007;6 390;5 268;4 390;8 162;6 855;6 250;22 777;11 673;6 771;6 621;8 937;3 921;6 868;10 007;17 877;7 285;10 379;173 473
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;5 192;12 255;1 955;5 577;7 001;5 494;4 331;7 663;7 179;9 890;22 560;12 810;5 516;6 443;9 234;4 412;7 106;9 809;11 957;7 325;9 369;173 078
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2008;1 485;;341;2 469;3 871;2 813;9 414;3 060;5 654;2 377;26 787;14 248;5 386;596;;3 522;3 418;1 206;28 497;802;1 483;117 429
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2009;1 374;;413;1 940;4 214;2 858;10 057;2 113;5 064;2 533;27 555;14 621;9 851;755;;3 429;4 128;1 635;28 157;819;3 344;124 860
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2010;1 385;;445;10 161;5 554;2 564;9 497;1 507;5 369;2 839;26 817;12 269;7 505;4 391;;3 623;4 557;1 641;29 010;744;2 768;132 646
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2011;1 373;;512;8 433;2 901;3 793;9 127;10 647;5 721;2 926;27 421;13 453;9 108;3 042;;3 235;4 807;1 765;30 023;760;2 561;141 608
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2012;1 279;;488;7 579;2 657;3 936;10 073;10 902;5 941;1 717;25 999;13 183;9 442;2 910;;3 300;4 943;1 802;29 700;753;2 665;139 269
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2013;1 213;;529;6 257;2 416;4 170;8 793;11 334;5 828;1 342;23 594;10 376;9 755;3 659;;3 304;6 035;1 936;28 701;623;3 792;133 657
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2014;1 149;1 566;433;2 592;2 908;4 319;8 138;11 107;6 256;3 943;22 839;18 253;10 374;4 312;;3 581;648;1 934;27 809;598;3 302;136 061
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2015;1 185;1 717;523;1 936;2 898;3 654;8 085;11 321;6 389;3 601;21 921;11 068;9 559;4 338;3 542;2 057;6 215;1 573;27 518;634;3 797;133 531
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2016;1 071;1 737;594;4 152;3 213;3 241;7 350;11 687;6 630;3 922;22 879;15 332;10 824;4 772;2 947;2 083;7 196;1 728;28 340;2 274;3 995;145 967
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2017;1 215;1 481;652;4 264;3 320;3 104;6 536;9 954;7 078;3 926;22 313;16 430;10 563;4 550;7 140;2 491;6 847;1 791;17 105;2 201;2 931;135 892
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2008;;;;;;395;;;;;;;;;;;;;;;;395
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2009;;;;;;450;;;;;;;;;;;;;;;;450
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2010;;;;;;403;;;;;;;;;;;;;;;;403
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2011;;;;;;452;;;;;;;;;;14;;;;;;466
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2012;;;;;;457;;;;;;;;;;13;;;;;;470
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2013;;;;;;417;;;;;;;;;;4;;;;;;421
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2014;;;;;;478;;;;;;;;;;;;;;;;478
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2015;;;;;;444;;;;;;;;;;;;;;;;444
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2016;;;;;;411;;;;0;;;;;;1;;;;;;412
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;440;;;;;;0;;;;1;;;;;;441
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;10 192;34 544;7 387;26 489;35 671;16 801;25 220;31 187;20 779;32 264;76 828;102 874;26 909;35 214;38 018;29 547;30 553;31 774;94 702;41 549;16 413;764 915
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;10 367;39 268;7 889;32 128;37 759;16 903;24 852;30 199;22 723;32 821;81 055;98 708;31 893;35 863;38 070;32 270;31 749;35 147;89 187;41 935;13 684;784 470
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;10 538;37 619;8 839;16 310;35 835;17 275;22 431;30 750;22 742;32 448;82 474;95 129;34 302;11 197;37 248;31 908;27 488;32 868;88 615;38 663;9 261;723 940
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;10 208;39 119;8 941;16 480;38 610;16 552;23 304;29 681;22 741;33 528;84 465;83 906;28 571;11 354;38 546;33 616;25 870;35 656;91 250;40 286;16 779;729 463
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;10 626;41 706;8 931;15 252;35 839;16 816;34 786;30 814;23 185;35 742;85 336;85 534;28 050;11 329;41 969;33 041;26 940;35 916;84 403;38 679;12 925;737 819
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;10 996;39 278;9 126;14 693;35 913;17 942;35 925;30 694;23 508;34 459;83 289;91 008;28 497;13 500;38 180;32 299;19 850;36 699;85 223;37 344;27 804;746 227
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;11 104;39 203;9 411;17 554;37 481;18 184;36 772;32 907;23 425;25 130;78 985;85 937;30 000;13 161;37 514;33 073;29 526;37 230;88 209;37 728;33 322;755 856
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;11 486;38 386;9 551;18 960;34 792;16 186;36 480;33 411;23 938;24 522;79 634;97 114;29 521;13 072;39 240;31 486;29 958;37 581;98 144;37 626;34 495;775 583
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;12 250;37 998;10 060;15 793;36 658;13 991;34 197;33 338;24 214;26 074;78 372;93 872;30 233;13 548;39 776;31 145;30 854;36 669;114 588;42 096;34 228;789 954
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Allmän kirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;11 973;37 578;9 879;21 944;37 012;14 991;31 243;32 139;24 265;25 698;75 943;94 224;31 521;14 629;42 269;35 218;31 199;36 321;92 163;39 472;23 613;763 294
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2008;;;;;;;;;;;3;209;;;;;;;263;;;475
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2009;;;;;;;;;;;14;179;;;;;;;286;;;479
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2010;;;;;;;;;;;13;202;;;;;;;285;;;500
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2011;;;;;;;;;;;573;340;;;;;;;289;;;1 202
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2012;;;;;;;;;;;784;170;;;;;;;372;;;1 326
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2013;;;;;;;;;;;282;1 527;;;;;;;348;;;2 157
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2014;;;;;;;;;;;;1 528;;3;;;;;377;;;1 908
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2015;;;;;;;;;;;49;895;;;;;;;386;;;1 330
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2016;;;;;;;;;;0;228;261;;5;;;;;412;;;906
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Besök dagsjukvård;Besök dagsjukvård;2017;;;;;;;;;;;312;159;;3;;0;;;412;;1;887
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2016;;;;;;;;;;0;;;;;;;;;;;;0
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;;;;;;;0;;;;0;;;;;;0
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;;;;;;;;;;;697;4 316;;1 400;;;;;4 280;;272;10 965
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;;;;;;;;;;;576;4 886;;1 288;;;;;3 917;;357;11 024
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;;;;;;;;;;;626;5 092;;1 032;;;;;3 421;;;10 171
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;;;;;;;;;;;1 839;5 105;;1 256;;;;;3 532;;;11 732
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;;;;;;;;;;;1 453;5 345;;1 214;;;;;3 539;;;11 551
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;;;;;;;;;;;1 374;4 526;;1 065;;;;;3 586;;2;10 553
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;;;;;;;;;;;1 549;4 740;;1 131;;;;;3 302;;2;10 724
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;;;;;;;;;;;2 724;4 697;;1 129;;;;;3 180;;2;11 732
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;;;;;;;;;;0;2 563;4 523;;1 550;;;;;3 576;;1;12 213
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;;;;;;;;;;;2 634;3 089;;1 705;;0;;;3 537;;4;10 969
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2008;;;;;;;;;;;936;2 206;;;;;;47;1 173;;;4 362
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2009;;;;;;;;;;;1 256;2 127;;;;;;;1 136;;;4 519
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2010;;;;;;;;;;;1 265;1 643;;624;;;;;1 015;;;4 547
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2011;;;;;;;;;;;50;2 038;;695;;;;;1 190;;;3 973
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2012;;;;;;;;;;;759;1 871;;787;;;;;1 134;;;4 551
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2013;;;;;;;;;;;711;4 002;;710;;;;;1 317;;24;6 764
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2014;;;;;;;;;;;747;3 618;;676;;;;;1 159;;18;6 218
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2015;;;;;;;;;;;731;3 304;;744;;;;;1 037;;18;5 834
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2016;;;;;;;;;;0;647;1 900;;832;;;;;1 223;;21;4 623
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Besök dagsjukvård;Besök dagsjukvård;2017;;;;;;;;;;;869;1 562;;764;;0;;;1 386;;15;4 596
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2012;;;;;;;;;;;;;;1;;;;;;;;1
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2015;;;;;;;;;;;;;;4;;;;;;;;4
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2016;;;;;;;;;;0;;;;1;;;;;;;;1
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;;;;;;;0;;;;0;;;;;;0
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;;;;;;;;;;;7 588;20 096;;7 456;;;;5;9 951;;;45 096
;Besök per specialitet;Offentlig regi;Specialiserad somatisk vård;Kirurgi;Barnkirurgi;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;;;;;;;;;;;7 810;19 001;;7 175;;;;;9 766;;;43 752
